ANNOSCOLASTICO,PROVINCIA,ORDINESCUOLA,TIPOPOSTO,TIPOSUPPLENZA,FASCIAETA,DOCENTISUPPLENTIMASCHI,DOCENTISUPPLENTIFEMMINE
201617,TRAPANI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,2
201617,ROVIGO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 45 E 54,2,2
201617,CATANIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,13,24
201617,CATANZARO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,8
201617,BERGAMO,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,FINO A 34,0,1
201617,PISTOIA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,2,2
201617,MANTOVA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,12,26
201617,LUCCA,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 35 E 44,0,3
201617,CALTANISSETTA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,11,12
201617,BELLUNO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,1,7
201617,BRESCIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,7,24
201617,LA SPEZIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,1,0
201617,UDINE,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,2,5
201617,GROSSETO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,1,4
201617,PRATO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,3,19
201617,ASTI,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,10
201617,BARLETTA-ADRIA-TRANI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,15
201617,BARLETTA-ADRIA-TRANI,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,25,32
201617,MASSA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,3,13
201617,ROVIGO,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,FINO A 34,0,6
201617,PORDENONE,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,0,5
201617,CAGLIARI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,6
201617,CATANIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,1,0
201617,VERBANO-CUSIO-OSSOLA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,2,2
201617,PESCARA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,0,2
201617,COSENZA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,12
201617,TARANTO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,6,3
201617,MONZA E BRIANZA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,4
201617,AGRIGENTO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,5,11
201617,RIETI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,16
201617,BELLUNO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,0,1
201617,IMPERIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,4,15
201617,NOVARA,SCUOLA PRIMARIA,NORMALE,ANNUALE,FINO A 34,0,1
201617,ASCOLI PICENO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201617,VARESE,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,3
201617,NUORO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201617,CHIETI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,1,37
201617,MANTOVA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,39,82
201617,LECCE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,7
201617,CARBONIA-IGLESIAS,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,2,3
201617,GENOVA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,OLTRE 54,1,0
201617,TRAPANI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,4
201617,TERAMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,0
201617,FOGGIA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,2
201617,VARESE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,11,42
201617,PALERMO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,1,2
201617,LIVORNO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,3,6
201617,BRESCIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,FINO A 34,4,4
201617,ENNA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201617,LECCO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,8
201617,SASSARI,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,2,0
201617,BARLETTA-ADRIA-TRANI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,4
201617,PADOVA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,5,5
201617,PAVIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,20,48
201617,VERONA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,4,53
201617,PISTOIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,11,5
201617,COSENZA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,3,1
201617,SALERNO,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,1
201617,PRATO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,3,23
201617,MANTOVA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,4,48
201617,ANCONA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,10,9
201617,SAVONA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,7
201617,PORDENONE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,FINO A 34,2,5
201617,AREZZO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,14
201617,NUORO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,4,10
201617,VARESE,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,14,42
201617,L'AQUILA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,1,1
201617,MASSA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 45 E 54,1,1
201617,COMO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,2
201617,GROSSETO,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 35 E 44,1,0
201617,MEDIO-CAMPITANO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,1,0
201617,SALERNO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,38,43
201617,CAGLIARI,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,6,4
201617,RAGUSA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,9
201617,MANTOVA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,4,3
201617,BRESCIA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 35 E 44,5,33
201617,BRINDISI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,3,21
201617,BRESCIA,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 35 E 44,1,22
201617,MILANO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,7,17
201617,OGLIASTRA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,2,7
201617,BIELLA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,FINO A 34,0,1
201617,BERGAMO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,1,0
201617,COMO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,4,6
201617,VERONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,12,57
201617,VERCELLI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,2,11
201617,VERCELLI,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,7,9
201617,ROMA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,1,52
201617,SAVONA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,OLTRE 54,0,2
201617,BELLUNO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,10,28
201617,BRINDISI,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,6,3
201617,OLBIA-TEMPIO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,21,12
201617,FIRENZE,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,1
201617,PALERMO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,2
201617,MILANO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,20
201617,SASSARI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,3,117
201617,VERBANO-CUSIO-OSSOLA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,16
201617,VICENZA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 45 E 54,1,28
201617,ROVIGO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,5,16
201617,ROMA,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 35 E 44,0,1
201617,CATANIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,6,5
201617,TERAMO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,2
201617,TORINO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,26
201617,PESCARA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,24
201617,NOVARA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,OLTRE 54,2,2
201617,CHIETI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,16,44
201617,REGGIO EMILIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,FINO A 34,9,19
201617,VIBO VALENTIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,1
201617,GROSSETO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,1,7
201617,GENOVA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 45 E 54,0,1
201617,RIMINI,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,OLTRE 54,1,3
201617,TERNI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201617,CASERTA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,0,1
201617,IMPERIA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,2
201617,PORDENONE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,OLTRE 54,0,3
201617,MILANO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,34,78
201617,MILANO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,208,309
201617,LODI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,5
201617,BARLETTA-ADRIA-TRANI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,1
201617,MACERATA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,27,25
201617,REGGIO CALABRIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,29,41
201617,PESARO E URBINO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,6,26
201617,BERGAMO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,19,50
201617,ASTI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,2,4
201617,CREMONA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,19,40
201617,CASERTA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,0,3
201617,MONZA E BRIANZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,10,23
201617,LECCO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,7,19
201617,SASSARI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,1,33
201617,RIETI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,1,4
201617,CATANIA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,3,2
201617,LATINA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,1,14
201617,BELLUNO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,0,3
201617,FORLI'-CESENA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,3
201617,PARMA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,10
201617,OGLIASTRA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,1,18
201617,SIENA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,8
201617,VICENZA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,OLTRE 54,0,4
201617,OLBIA-TEMPIO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,25,28
201617,AVELLINO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,17,26
201617,BOLOGNA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,11,22
201617,MEDIO-CAMPITANO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,2
201617,MODENA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,32,112
201617,VERCELLI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,8
201617,PADOVA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,3
201617,MEDIO-CAMPITANO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,0,3
201617,CALTANISSETTA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,2
201617,POTENZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,1
201617,REGGIO CALABRIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,68
201617,BARLETTA-ADRIA-TRANI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,4,8
201617,MASSA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,19
201617,LUCCA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,1,7
201617,FOGGIA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,3
201617,VARESE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,3
201617,TORINO,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,FINO A 34,1,14
201617,BARI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,2,16
201617,MACERATA,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 35 E 44,0,3
201617,PERUGIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,6
201617,ASTI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,13
201617,PISA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,1
201617,SONDRIO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,2,2
201617,PAVIA,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 45 E 54,0,3
201617,GORIZIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,2
201617,LATINA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,2,1
201617,TERNI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,7
201617,BENEVENTO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,3,14
201617,LODI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,1,21
201617,MASSA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,1
201617,COSENZA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,0,1
201617,AREZZO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,5,25
201617,SIENA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,2,36
201617,NOVARA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,OLTRE 54,0,1
201617,ORISTANO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,8,11
201617,BRESCIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,11,42
201617,CUNEO,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 45 E 54,1,0
201617,VARESE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,FINO A 34,2,1
201617,PAVIA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,1
201617,MODENA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,7,105
201617,LA SPEZIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,7
201617,COMO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,20
201617,ANCONA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,3,3
201617,CASERTA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,5
201617,MATERA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,3,3
201617,FOGGIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,1,2
201617,TORINO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,0,3
201617,PORDENONE,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,14,23
201617,BARI,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,2,3
201617,VERCELLI,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,FINO A 34,1,7
201617,LIVORNO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,9,39
201617,GORIZIA,SCUOLA INFANZIA,NORMALE,ANNUALE,FINO A 34,0,1
201617,MILANO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,1,26
201617,AGRIGENTO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,13,21
201617,IMPERIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,15,26
201617,BERGAMO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,19,58
201617,REGGIO EMILIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,12,25
201617,MODENA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,14
201617,ASTI,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 35 E 44,2,15
201617,BELLUNO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,26,29
201617,NAPOLI,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,2
201617,NUORO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,FINO A 34,0,1
201617,PESARO E URBINO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,4,5
201617,MASSA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,3
201617,L'AQUILA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201617,FERMO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,11,18
201617,CATANIA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,9
201617,VENEZIA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,32
201617,RIMINI,SCUOLA INFANZIA,NORMALE,ANNUALE,TRA 35 E 44,0,1
201617,AVELLINO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,2
201617,FROSINONE,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,5
201617,LIVORNO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,1,2
201617,VERBANO-CUSIO-OSSOLA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201617,REGGIO CALABRIA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,1
201617,PALERMO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,22,33
201617,LECCE,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,7,12
201617,FORLI'-CESENA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,3
201617,BRESCIA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,5,33
201617,NOVARA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,3,5
201617,MONZA E BRIANZA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,8,25
201617,TRIESTE,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,5
201617,VERBANO-CUSIO-OSSOLA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,6
201617,POTENZA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,1
201617,GENOVA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,33,76
201617,ISERNIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,1
201617,SASSARI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,57
201617,VICENZA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,10,7
201617,SASSARI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,4,32
201617,MEDIO-CAMPITANO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,1,11
201617,LODI,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,4,7
201617,GROSSETO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,3,2
201617,MASSA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201617,PIACENZA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,19,42
201617,SIRACUSA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201617,TRIESTE,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,12
201617,SALERNO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,2
201617,ROMA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,109,289
201617,CATANIA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,4,1
201617,VARESE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,16,44
201617,PARMA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,49,79
201617,ALESSANDRIA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,OLTRE 54,0,5
201617,MILANO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,4,37
201617,CHIETI,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,1,5
201617,LATINA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,16,79
201617,COSENZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,2,14
201617,BERGAMO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,21,16
201617,VITERBO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,4
201617,FERRARA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,OLTRE 54,2,0
