"ITTER107","Territorio","TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF5","Basilicata","18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",46,,
"ITF5","Basilicata","18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",40.6,,
"ITF5","Basilicata","18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",12.1,,
"ITF6","Calabria","18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","2016","2016",32,,
"ITF6","Calabria","18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","2016","2016",778,,
"ITF6","Calabria","18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","2016","2016",659,,
"ITF6","Calabria","18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","2016","2016",164,,
"ITF6","Calabria","18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",2,,
"ITF6","Calabria","18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",47.6,,
"ITF6","Calabria","18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",40.4,,
"ITF6","Calabria","18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",10,,
"ITG","Isole","18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","2016","2016",172,,
"ITG","Isole","18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","2016","2016",2731,,
"ITG","Isole","18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","2016","2016",2060,,
"ITG","Isole","18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","2016","2016",600,,
"ITG","Isole","18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",3.1,,
"ITG","Isole","18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",49.1,,
"ITG","Isole","18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",37,,
"ITG","Isole","18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",10.8,,
"ITG1","Sicilia","18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","2016","2016",115,,
"ITG1","Sicilia","18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","2016","2016",2000,,
"ITG1","Sicilia","18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","2016","2016",1586,,
"ITG1","Sicilia","18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","2016","2016",452,,
"ITG1","Sicilia","18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",2.8,,
"ITG1","Sicilia","18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",48.2,,
"ITG1","Sicilia","18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",38.2,,
"ITG1","Sicilia","18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",10.9,,
"ITG2","Sardegna","18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","2016","2016",57,,
"ITG2","Sardegna","18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","2016","2016",731,,
"ITG2","Sardegna","18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","2016","2016",475,,
"ITG2","Sardegna","18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","2016","2016",149,,
"ITG2","Sardegna","18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",4,,
"ITG2","Sardegna","18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",51.8,,
"ITG2","Sardegna","18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",33.6,,
"ITG2","Sardegna","18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",10.5,,
"2","centro area metropolitana","18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","2016","2016",288,,
"2","centro area metropolitana","18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","2016","2016",4266,,
"2","centro area metropolitana","18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","2016","2016",2483,,
"2","centro area metropolitana","18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",3.7,,
"2","centro area metropolitana","18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",55.2,,
"2","centro area metropolitana","18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",32.1,,
"2","centro area metropolitana","18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",8.9,,
"3","periferia area metropolitana","18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","2016","2016",197,,
"3","periferia area metropolitana","18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","2016","2016",3112,,
"3","periferia area metropolitana","18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","2016","2016",2200,,
"3","periferia area metropolitana","18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","2016","2016",671,,
"3","periferia area metropolitana","18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",3.2,,
"3","periferia area metropolitana","18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",50.4,,
"3","periferia area metropolitana","18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",10.9,,
"6","fino a 2.000 ab.","18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","2016","2016",95,,
"6","fino a 2.000 ab.","18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","2016","2016",1368,,
"6","fino a 2.000 ab.","18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","2016","2016",988,,
"6","fino a 2.000 ab.","18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","2016","2016",297,,
"6","fino a 2.000 ab.","18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",3.5,,
"6","fino a 2.000 ab.","18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",49.8,,
"6","fino a 2.000 ab.","18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",35.9,,
"6","fino a 2.000 ab.","18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",10.8,,
"7","2.001 - 10.000 ab.","18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","2016","2016",5665,,
"7","2.001 - 10.000 ab.","18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","2016","2016",4176,,
"7","2.001 - 10.000 ab.","18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","2016","2016",1352,,
"7","2.001 - 10.000 ab.","18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",2.8,,
"7","2.001 - 10.000 ab.","18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",49.2,,
"7","2.001 - 10.000 ab.","18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",36.3,,
"8","10.001 - 50.000 ab.","18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","2016","2016",410,,
"8","10.001 - 50.000 ab.","18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","2016","2016",6772,,
"8","10.001 - 50.000 ab.","18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","2016","2016",4949,,
"8","10.001 - 50.000 ab.","18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",3,,
"8","10.001 - 50.000 ab.","18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",50.1,,
"8","10.001 - 50.000 ab.","18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",36.6,,
"8","10.001 - 50.000 ab.","18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",10.3,,
"9","50.001 ab. e più","18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","2016","2016",253,,
"9","50.001 ab. e più","18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","2016","2016",4469,,
"9","50.001 ab. e più","18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","2016","2016",3087,,
"9","50.001 ab. e più","18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","2016","2016",833,,
"9","50.001 ab. e più","18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",2.9,,
"9","50.001 ab. e più","18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",51.7,,
"9","50.001 ab. e più","18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",35.7,,
"9","50.001 ab. e più","18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",9.6,,
"2","centro area metropolitana","18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","2016","2016",689,,
"7","2.001 - 10.000 ab.","18_BMI_OBE","obesi","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",11.7,,
"8","10.001 - 50.000 ab.","18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","2016","2016",1397,,
"7","2.001 - 10.000 ab.","18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","2016","2016",319,,
"3","periferia area metropolitana","18_BMI_SOVRA","sovrappeso","HSC","per 100 persone con le stesse caratteristiche","9","totale","2016","2016",35.6,,
