ANNOSCOLASTICO,PROVINCIA,ORDINESCUOLA,TIPOPOSTO,TIPOSUPPLENZA,FASCIAETA,DOCENTISUPPLENTIMASCHI,DOCENTISUPPLENTIFEMMINE
201718,VICENZA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,5
201718,MONZA E BRIANZA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,1,28
201718,ISERNIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,3,2
201718,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 45 E 54,6,16
201718,SASSARI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,67
201718,PRATO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,15,24
201718,SONDRIO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,4,14
201718,BARLETTA-ADRIA-TRANI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,8
201718,RIETI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201718,PIACENZA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,60
201718,MILANO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,1,30
201718,SALERNO,SCUOLA INFANZIA,NORMALE,ANNUALE,TRA 45 E 54,0,3
201718,SAVONA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,7,35
201718,VARESE,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,6
201718,ROVIGO,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,OLTRE 54,0,4
201718,FORLI'-CESENA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,11
201718,PAVIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,7,106
201718,IMPERIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,3,2
201718,COMO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,1,7
201718,CAMPOBASSO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,3,0
201718,PADOVA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 45 E 54,0,1
201718,CARBONIA-IGLESIAS,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,5
201718,TRIESTE,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,25,27
201718,BIELLA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,OLTRE 54,1,2
201718,BRINDISI,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,3
201718,SAVONA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,13,30
201718,TARANTO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,24,22
201718,TRIESTE,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,5,5
201718,TRAPANI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,3
201718,POTENZA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 45 E 54,0,2
201718,PESCARA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,6
201718,FORLI'-CESENA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,9
201718,PISTOIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,13,41
201718,VERONA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,3,10
201718,TERAMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,6,5
201718,TERNI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,1,7
201718,RAGUSA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,0
201718,POTENZA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,20
201718,MEDIO CAMPIDANO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,4
201718,MODENA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,6,13
201718,FIRENZE,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,26,80
201718,TREVISO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,2
201718,RAGUSA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,5,0
201718,CASERTA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,13
201718,PARMA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,13,10
201718,CAGLIARI,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,2,11
201718,TREVISO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,13,29
201718,LECCO,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 35 E 44,1,10
201718,LATINA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,3
201718,CUNEO,SCUOLA INFANZIA,NORMALE,ANNUALE,TRA 45 E 54,0,1
201718,CREMONA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,16,38
201718,LA SPEZIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,9,33
201718,PERUGIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,0,4
201718,BRINDISI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,8,25
201718,COMO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,7,6
201718,PRATO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,2,14
201718,CASERTA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,42
201718,MANTOVA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,8
201718,PORDENONE,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 45 E 54,2,5
201718,CALTANISSETTA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,4,4
201718,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,2,6
201718,FOGGIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,16,42
201718,GORIZIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,FINO A 34,1,0
201718,FROSINONE,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,0,5
201718,MODENA,SCUOLA INFANZIA,NORMALE,ANNUALE,TRA 35 E 44,0,2
201718,CHIETI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,16
201718,PIACENZA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,19,21
201718,PISA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,12,45
201718,CHIETI,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,8
201718,MONZA E BRIANZA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 35 E 44,29,80
201718,ROVIGO,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,8
201718,TRAPANI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,3
201718,FROSINONE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,9
201718,VITERBO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,18,33
201718,PORDENONE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,2,1
201718,FERMO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,6
201718,REGGIO EMILIA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,9
201718,MILANO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 45 E 54,34,119
201718,BENEVENTO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,20,24
201718,TRIESTE,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,3
201718,MACERATA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,7
201718,OGLIASTRA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,3
201718,IMPERIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,1,5
201718,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,5,15
201718,LECCO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,6,13
201718,PALERMO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,55,46
201718,PISA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,24
201718,ANCONA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,27
201718,VARESE,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,OLTRE 54,0,11
201718,BARI,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 35 E 44,1,2
201718,SIRACUSA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,0,1
201718,VICENZA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,2
201718,LIVORNO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,2,4
201718,FORLI'-CESENA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,3,59
201718,FROSINONE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,FINO A 34,1,2
201718,RAVENNA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,2,4
201718,CATANIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,4,14
201718,PESARO E URBINO,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 35 E 44,0,1
201718,AREZZO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 45 E 54,1,5
201718,LATINA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,3
201718,VITERBO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,OLTRE 54,0,1
201718,BIELLA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,1,3
201718,CREMONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,OLTRE 54,0,1
201718,SIRACUSA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,2,0
201718,PESARO E URBINO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,12
201718,BELLUNO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,3
201718,NUORO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,1
201718,NAPOLI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,0,1
201718,LODI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,1,11
201718,VITERBO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,20
201718,CREMONA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,12,28
201718,CAGLIARI,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,28,48
201718,MANTOVA,SCUOLA INFANZIA,NORMALE,ANNUALE,TRA 35 E 44,0,6
201718,BOLOGNA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,28,83
201718,NOVARA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,1,7
201718,VERBANO-CUSIO-OSSOLA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,5
201718,SALERNO,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 35 E 44,2,2
201718,RIETI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,3
201718,REGGIO CALABRIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,8,30
201718,COMO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,2,44
201718,NOVARA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,2,2
201718,VERONA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,3,23
201718,CATANIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,35
201718,VARESE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,38,31
201718,SIENA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,1,3
201718,ROMA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,OLTRE 54,3,10
201718,OLBIA-TEMPIO,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,OLTRE 54,0,1
201718,PESARO E URBINO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,20,48
201718,ROMA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,9
201718,NUORO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,7,27
201718,VERBANO-CUSIO-OSSOLA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,FINO A 34,4,4
201718,MONZA E BRIANZA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,7
201718,RIMINI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,1,10
201718,VERCELLI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,5,5
201718,LATINA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,9,7
201718,TERAMO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,3,9
201718,COSENZA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,1,25
201718,PALERMO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,2,5
201718,MILANO,SCUOLA PRIMARIA,NORMALE,ANNUALE,FINO A 34,2,15
201718,ORISTANO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,16,23
201718,MILANO,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,OLTRE 54,0,6
201718,PESCARA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,6,13
201718,BARI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,47
201718,VERCELLI,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 45 E 54,0,12
201718,VENEZIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,OLTRE 54,0,1
201718,FERMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,0,1
201718,MEDIO CAMPIDANO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,4,42
201718,ALESSANDRIA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,17
201718,LUCCA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,8,143
201718,LECCE,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,22,34
201718,BRESCIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,66,130
201718,MESSINA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,59
201718,TRAPANI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,5
201718,TREVISO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,40,26
201718,PISA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,4,73
201718,SONDRIO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,4,6
201718,ENNA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,3,6
201718,BARLETTA-ADRIA-TRANI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,61
201718,BRESCIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,14,170
201718,SASSARI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,23,47
201718,GROSSETO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,24,45
201718,RIMINI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,2,6
201718,LECCO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,3,23
201718,MILANO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,56,56
201718,PISA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,3,51
201718,SONDRIO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201718,CARBONIA-IGLESIAS,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,0,1
201718,BRESCIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,28,54
201718,PISTOIA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,FINO A 34,0,5
201718,ROVIGO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,4,9
201718,MACERATA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,FINO A 34,0,1
201718,ISERNIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,3,5
201718,SASSARI,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,19,36
201718,GROSSETO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,7
201718,PARMA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,3,3
201718,PADOVA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,OLTRE 54,1,0
201718,PIACENZA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,1,18
201718,BENEVENTO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,11
201718,CHIETI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,6,2
201718,PADOVA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,16,28
201718,AVELLINO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,3
201718,TERNI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,6
201718,BARI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,18,49
201718,GORIZIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,2,14
201718,FORLI'-CESENA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,0,3
201718,GENOVA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,3,16
201718,PESARO E URBINO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,0,1
201718,UDINE,SCUOLA INFANZIA,NORMALE,ANNUALE,TRA 35 E 44,1,1
201718,FOGGIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,4,20
201718,TRIESTE,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,3,19
201718,TERNI,SCUOLA INFANZIA,NORMALE,ANNUALE,FINO A 34,0,1
201718,VARESE,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,9
201718,MODENA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,7
201718,RAVENNA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,1,6
201718,ASTI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,5
201718,NAPOLI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,51,119
201718,NUORO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,10,13
201718,MONZA E BRIANZA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,11,7
201718,ANCONA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,2,28
201718,IMPERIA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 45 E 54,0,3
201718,CUNEO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,5,8
201718,AGRIGENTO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201718,LUCCA,SCUOLA INFANZIA,NORMALE,ANNUALE,TRA 35 E 44,0,2
201718,AREZZO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,4,22
201718,OGLIASTRA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,11,9
201718,COSENZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,12
201718,GORIZIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,1
201718,LECCE,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,8
201718,BERGAMO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,46,135
201718,VICENZA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,3,7
201718,CASERTA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201718,MODENA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,2
201718,CATANZARO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,0
201718,LECCO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,16
201718,VERCELLI,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,10,16
201718,LATINA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,13
201718,CUNEO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,3,20
201718,VERCELLI,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,32,20
201718,TERAMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,5,28
201718,CALTANISSETTA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,11,14
201718,MASSA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,4,10
201718,LIVORNO,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 35 E 44,0,1
201718,BERGAMO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,13,183
201718,FIRENZE,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,3,51
201718,VICENZA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,OLTRE 54,6,0
201718,VITERBO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,32,46
201718,UDINE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,FINO A 34,1,2
201718,PORDENONE,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 45 E 54,0,1
201718,MANTOVA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,1,5
201718,MEDIO CAMPIDANO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201718,TORINO,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 35 E 44,1,20
201718,CROTONE,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,16,35
201718,CHIETI,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,3,5
201718,BRINDISI,SCUOLA INFANZIA,NORMALE,ANNUALE,FINO A 34,0,1
201718,PERUGIA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,51
201718,VIBO VALENTIA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,2,0
201718,BELLUNO,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,FINO A 34,0,1
201718,MASSA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,1
201718,FROSINONE,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,FINO A 34,0,1
201718,MEDIO CAMPIDANO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,8,11
201718,FOGGIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,8
201718,GENOVA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,21,54
201718,TREVISO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,7,12
201718,PADOVA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 35 E 44,2,18
201718,BRESCIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,9,4
